listing_id,location,property_type,rent,area_sqft,bhk,sharing,bathrooms,furnishing,parking,wifi,food,attached_bathroom,distance_from_college_km,security_deposit,data_status
652,Rau,PG,5400,141,0,Single,1,Semi-Furnished,Yes,Yes,Yes,Yes,5.1,7000,Synthetic starter data
653,Bhawarkua,2 BHK,12500,953,2,Whole Property,2,Fully Furnished,No,Yes,No,Yes,0.5,11000,Synthetic starter data
654,Sukhliya,2 BHK,12700,1048,2,Whole Property,1,Fully Furnished,No,Yes,No,Yes,4.2,15500,Synthetic starter data
655,LIG Colony,PG,4000,241,0,Double,1,Fully Furnished,Yes,Yes,Yes,Yes,1.3,6500,Synthetic starter data
656,Bengali Square,1 BHK,10000,535,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,1.0,17500,Synthetic starter data
657,Vijay Nagar,1 BHK,13100,629,1,Whole Property,1,Fully Furnished,No,Yes,No,No,3.2,7500,Synthetic starter data
658,Bhawarkua,Single Room,5700,325,0,Single,1,Fully Furnished,No,Yes,No,Yes,2.1,9000,Synthetic starter data
659,Sukhliya,Single Room,5000,191,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,1.1,8000,Synthetic starter data
660,Scheme 54,Single Room,7400,248,0,Single,1,Semi-Furnished,Yes,Yes,No,No,4.7,6000,Synthetic starter data
661,Bengali Square,PG,4900,150,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.1,4000,Synthetic starter data
662,Scheme 54,2 BHK,18200,1020,2,Whole Property,2,Unfurnished,Yes,Yes,No,Yes,0.9,32000,Synthetic starter data
663,Bhawarkua,PG,4200,120,0,Double,1,Fully Furnished,No,No,No,Yes,5.2,7000,Synthetic starter data
664,Palasia,Shared Room,3200,399,0,Triple,1,Semi-Furnished,Yes,Yes,No,Yes,3.5,2000,Synthetic starter data
665,Scheme 54,Single Room,8000,286,0,Single,1,Fully Furnished,Yes,Yes,No,No,4.1,9000,Synthetic starter data
666,Bhawarkua,PG,3600,115,0,Double,1,Fully Furnished,Yes,Yes,No,No,3.9,4500,Synthetic starter data
667,Bhawarkua,2 BHK,10400,989,2,Whole Property,2,Unfurnished,Yes,Yes,No,Yes,2.2,21000,Synthetic starter data
668,LIG Colony,PG,4600,153,0,Single,1,Fully Furnished,Yes,No,Yes,Yes,4.6,8000,Synthetic starter data
669,Bengali Square,PG,6500,250,0,Single,1,Fully Furnished,No,No,No,No,3.5,6500,Synthetic starter data
670,Vijay Nagar,Shared Room,4400,250,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.0,5000,Synthetic starter data
671,Bhawarkua,2 BHK,12700,1193,2,Whole Property,2,Unfurnished,Yes,Yes,No,Yes,5.8,18000,Synthetic starter data
672,Vijay Nagar,2 BHK,15700,1123,2,Whole Property,1,Semi-Furnished,Yes,No,No,Yes,3.8,20000,Synthetic starter data
673,Bhawarkua,1 BHK,9200,663,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,1.5,16500,Synthetic starter data
674,Rau,PG,5000,141,0,Single,1,Fully Furnished,Yes,No,Yes,Yes,3.1,6000,Synthetic starter data
675,Bhawarkua,Single Room,5400,249,0,Single,1,Semi-Furnished,No,Yes,No,Yes,0.4,4500,Synthetic starter data
676,Sukhliya,1 BHK,7500,512,1,Whole Property,1,Unfurnished,Yes,Yes,No,No,3.0,7500,Synthetic starter data
677,Bengali Square,Shared Room,3000,121,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,1.8,2500,Synthetic starter data
678,Sukhliya,1 BHK,6500,503,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,2.2,4500,Synthetic starter data
679,Bicholi Mardana,Single Room,5100,227,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,3.5,8500,Synthetic starter data
680,Vijay Nagar,1 BHK,13400,778,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,2.4,11000,Synthetic starter data
681,Sukhliya,2 BHK,10500,932,2,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,2.0,17000,Synthetic starter data
682,Bhawarkua,PG,4400,158,0,Double,1,Fully Furnished,No,Yes,No,Yes,4.5,2500,Synthetic starter data
683,LIG Colony,1 BHK,7800,578,1,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,5.4,7000,Synthetic starter data
684,Vijay Nagar,Shared Room,3800,389,0,Double,1,Semi-Furnished,No,Yes,No,No,4.6,3000,Synthetic starter data
685,Scheme 54,PG,4000,211,0,Triple,1,Fully Furnished,No,No,No,Yes,2.6,3500,Synthetic starter data
686,Rau,2 BHK,8300,891,2,Whole Property,2,Unfurnished,No,No,No,No,4.3,9500,Synthetic starter data
687,Rau,Single Room,3200,130,0,Single,1,Semi-Furnished,Yes,Yes,No,Yes,0.4,7500,Synthetic starter data
688,Vijay Nagar,Single Room,6800,186,0,Single,1,Semi-Furnished,Yes,No,No,No,5.8,13500,Synthetic starter data
689,Bicholi Mardana,1 BHK,8100,638,1,Whole Property,1,Fully Furnished,Yes,Yes,No,Yes,3.2,14500,Synthetic starter data
690,Bengali Square,2 BHK,14500,870,2,Whole Property,2,Fully Furnished,No,Yes,No,Yes,3.8,26000,Synthetic starter data
691,Scheme 54,2 BHK,20600,1252,2,Whole Property,2,Unfurnished,Yes,Yes,No,Yes,4.6,31000,Synthetic starter data
692,Geeta Bhawan,2 BHK,14600,1136,2,Whole Property,1,Unfurnished,No,Yes,No,Yes,2.5,28000,Synthetic starter data
693,Vijay Nagar,Single Room,8500,291,0,Single,1,Semi-Furnished,No,Yes,No,Yes,2.5,6500,Synthetic starter data
694,Bicholi Mardana,PG,5000,213,0,Single,1,Fully Furnished,No,Yes,Yes,Yes,3.2,9500,Synthetic starter data
695,Bengali Square,PG,4900,244,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,0.9,7000,Synthetic starter data
696,LIG Colony,PG,3100,175,0,Triple,1,Fully Furnished,No,Yes,No,Yes,2.6,2500,Synthetic starter data
697,Bicholi Mardana,Single Room,4400,158,0,Single,1,Semi-Furnished,No,Yes,No,Yes,1.0,6000,Synthetic starter data
698,Sukhliya,Shared Room,3200,125,0,Double,1,Semi-Furnished,Yes,No,No,No,5.4,4500,Synthetic starter data
699,Rau,PG,3400,171,0,Double,1,Semi-Furnished,Yes,No,No,No,4.7,6000,Synthetic starter data
700,Rau,2 BHK,11300,909,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,No,5.8,11500,Synthetic starter data
701,LIG Colony,Shared Room,2900,346,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.6,2000,Synthetic starter data
702,Bengali Square,2 BHK,14300,946,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,0.4,16500,Synthetic starter data
703,Rau,Single Room,4700,227,0,Single,1,Fully Furnished,No,Yes,No,Yes,3.1,7000,Synthetic starter data
704,Scheme 54,1 BHK,13200,717,1,Whole Property,1,Unfurnished,No,Yes,No,Yes,0.5,17500,Synthetic starter data
705,Scheme 54,Shared Room,4000,208,0,Double,1,Fully Furnished,No,No,No,Yes,4.7,3000,Synthetic starter data
706,Bicholi Mardana,Shared Room,3000,376,0,Double,1,Fully Furnished,No,Yes,No,Yes,3.0,2000,Synthetic starter data
707,Scheme 54,1 BHK,12700,765,1,Whole Property,1,Semi-Furnished,No,Yes,No,No,1.8,17500,Synthetic starter data
708,Palasia,1 BHK,11800,613,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,3.5,17500,Synthetic starter data
709,Scheme 54,Single Room,6200,153,0,Single,1,Semi-Furnished,Yes,No,No,Yes,2.4,5500,Synthetic starter data
710,Bicholi Mardana,PG,2800,198,0,Triple,1,Fully Furnished,Yes,Yes,Yes,Yes,3.5,5500,Synthetic starter data
711,Vijay Nagar,Single Room,8700,308,0,Single,1,Unfurnished,Yes,Yes,No,Yes,0.3,14500,Synthetic starter data
712,LIG Colony,PG,3700,103,0,Double,1,Fully Furnished,No,Yes,No,No,2.5,4500,Synthetic starter data
713,Vijay Nagar,PG,4200,165,0,Triple,1,Fully Furnished,Yes,Yes,Yes,No,1.8,7500,Synthetic starter data
714,Geeta Bhawan,PG,4800,146,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,2.2,5500,Synthetic starter data
715,LIG Colony,Single Room,4500,104,0,Single,1,Fully Furnished,Yes,Yes,No,No,5.4,6000,Synthetic starter data
716,LIG Colony,PG,3100,240,0,Triple,1,Fully Furnished,No,Yes,No,Yes,1.6,3500,Synthetic starter data
717,Geeta Bhawan,1 BHK,12900,676,1,Whole Property,1,Fully Furnished,No,Yes,No,Yes,1.8,18500,Synthetic starter data
718,Rau,Single Room,4600,258,0,Single,1,Semi-Furnished,No,Yes,No,Yes,1.6,3000,Synthetic starter data
719,Vijay Nagar,Single Room,7000,155,0,Single,1,Fully Furnished,No,Yes,No,Yes,0.7,10000,Synthetic starter data
720,Sukhliya,Shared Room,2500,195,0,Triple,1,Semi-Furnished,Yes,Yes,No,Yes,1.4,2500,Synthetic starter data
721,Bhawarkua,2 BHK,12600,924,2,Whole Property,2,Semi-Furnished,No,Yes,No,No,3.5,14500,Synthetic starter data
722,Scheme 54,Shared Room,3000,263,0,Triple,1,Fully Furnished,No,Yes,No,Yes,1.7,5500,Synthetic starter data
723,Bengali Square,PG,4000,166,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,3.6,5000,Synthetic starter data
724,Palasia,2 BHK,17300,1206,2,Whole Property,2,Fully Furnished,Yes,No,No,No,3.4,24000,Synthetic starter data
725,Geeta Bhawan,Single Room,6600,103,0,Single,1,Fully Furnished,Yes,Yes,No,Yes,3.2,7500,Synthetic starter data
726,Rau,2 BHK,9700,850,2,Whole Property,1,Semi-Furnished,Yes,Yes,No,Yes,3.1,17500,Synthetic starter data
727,Sukhliya,Single Room,5100,242,0,Single,1,Fully Furnished,Yes,Yes,No,No,4.6,6000,Synthetic starter data
728,Rau,1 BHK,6500,541,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,0.6,3500,Synthetic starter data
729,Bhawarkua,1 BHK,8800,792,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,5.8,5500,Synthetic starter data
730,Geeta Bhawan,PG,4200,231,0,Double,1,Fully Furnished,Yes,No,Yes,Yes,0.9,5000,Synthetic starter data
731,Bicholi Mardana,2 BHK,12400,1029,2,Whole Property,2,Semi-Furnished,No,Yes,No,Yes,1.1,17500,Synthetic starter data
732,Bhawarkua,2 BHK,14400,1212,2,Whole Property,2,Semi-Furnished,No,No,No,No,6.0,12500,Synthetic starter data
733,Scheme 54,Shared Room,3500,247,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,2.7,7500,Synthetic starter data
734,LIG Colony,1 BHK,9900,811,1,Whole Property,1,Fully Furnished,No,Yes,No,No,2.8,9500,Synthetic starter data
735,Palasia,Single Room,6500,192,0,Single,1,Semi-Furnished,No,No,No,Yes,1.6,6500,Synthetic starter data
736,Bhawarkua,PG,3900,242,0,Double,1,Fully Furnished,No,Yes,No,Yes,2.4,6500,Synthetic starter data
737,Bhawarkua,1 BHK,11300,860,1,Whole Property,1,Fully Furnished,No,No,No,Yes,3.3,11500,Synthetic starter data
738,Bhawarkua,1 BHK,8700,683,1,Whole Property,1,Semi-Furnished,No,Yes,No,Yes,1.6,10500,Synthetic starter data
739,Scheme 54,PG,5600,159,0,Double,1,Fully Furnished,No,Yes,No,No,5.2,8500,Synthetic starter data
740,Bengali Square,PG,4200,203,0,Double,1,Semi-Furnished,Yes,Yes,No,Yes,3.0,7000,Synthetic starter data
741,Palasia,PG,4500,152,0,Double,1,Fully Furnished,No,Yes,Yes,Yes,3.0,7000,Synthetic starter data
742,Bicholi Mardana,PG,3100,194,0,Triple,1,Fully Furnished,Yes,No,Yes,Yes,1.0,4500,Synthetic starter data
743,Vijay Nagar,Single Room,6600,140,0,Single,1,Fully Furnished,No,Yes,No,Yes,3.1,6500,Synthetic starter data
744,Vijay Nagar,1 BHK,10300,497,1,Whole Property,1,Semi-Furnished,Yes,No,No,Yes,1.7,11500,Synthetic starter data
745,Bhawarkua,Shared Room,3000,378,0,Double,1,Fully Furnished,Yes,Yes,No,Yes,5.0,6000,Synthetic starter data
746,Scheme 54,Shared Room,4000,347,0,Double,1,Semi-Furnished,No,Yes,No,Yes,5.9,6000,Synthetic starter data
747,Palasia,Single Room,7200,266,0,Single,1,Fully Furnished,No,Yes,No,No,5.9,12000,Synthetic starter data
748,Bhawarkua,1 BHK,8100,549,1,Whole Property,1,Fully Furnished,No,Yes,No,No,2.4,13000,Synthetic starter data
749,Vijay Nagar,Single Room,7700,108,0,Single,1,Semi-Furnished,Yes,No,No,Yes,2.6,3500,Synthetic starter data
750,Vijay Nagar,Single Room,8700,286,0,Single,1,Fully Furnished,Yes,Yes,No,No,0.9,16000,Synthetic starter data
